model,category,item,attributes,attribute_scores,basic_measure,log_measure,frequency
gemini-3-pro,Weapon,sling,"['ancient', 'centrifugal', 'looped', 'lethal', 'flexible', 'medical', 'triangular', 'braided', 'adjustable', 'durable', 'fabric', 'load-bearing', 'hoisting', 'ballistic', 'manual', 'carrying', 'strap-like', 'leather', 'textile', 'projectile', 'cradling', 'immobilizing', 'rotational', 'supportive', 'suspended', 'woven', 'strong', 'ergonomic', 'securing', 'portable', 'simple', 'taut', 'lifting', 'lightweight', 'primitive', 'hanging', 'swinging']","[np.int64(3), np.int64(1), np.int64(2), np.int64(13), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(6), np.int64(2), np.int64(3), np.int64(1), np.int64(5), np.int64(2), np.int64(1), np.int64(1)]",80,17.920676358817953,26
gemini-3-pro,Weapon,turret,"['medieval', 'conical', 'revolving', 'protruding', 'motorized', 'protective', 'cylindrical', 'defensive', 'fortified', 'reinforced', 'heavy', 'unmanned', 'armored', 'tactical', 'structural', 'hydraulic', 'automated', 'manned', 'swiveling', 'elevated', 'domed', 'pivoting', 'traversing', 'vertical', 'rotating', 'mechanical', 'projecting', 'mounted', 'strategic', 'weaponized', 'enclosed']","[np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(1), np.int64(1), np.int64(10), np.int64(2), np.int64(1), np.int64(7), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(7), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1)]",64,13.061338675566555,10
gemini-3-pro,Fruit,acai,"['expensive', 'fibrous', 'grainy', 'chocolatey', 'powdered', 'astringent', 'berry-like', 'tropical', 'brazilian', 'bitter', 'thin-skinned', 'harvested', 'frozen', 'small', 'perishable', 'spherical', 'indigenous', 'pureed', 'unsweet', 'thick', 'fiber-rich', 'round', 'savory', 'antioxidant-rich', 'vitamin-rich', 'exotic', 'amazonian', 'earthy', 'healthy', 'dark purple', 'fatty', 'nutritious', 'trendy', 'creamy', 'tart', 'granular', 'unsweetened', 'seed-heavy', 'pulpy', 'nutty', 'popular', 'blackish', 'oily', 'energizing', 'rich']","[np.int64(2), np.int64(8), np.int64(3), np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(8), np.int64(1), np.int64(5), np.int64(2), np.int64(1), np.int64(1), np.int64(5), np.int64(14), np.int64(6), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(3), np.int64(3), np.int64(8), np.int64(7), np.int64(1), np.int64(4), np.int64(5), np.int64(1), np.int64(1), np.int64(15), np.int64(1), np.int64(6), np.int64(14), np.int64(3), np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(1)]",162,37.98759481213768,12
gemini-3-pro,Fruit,apple,"['firm', 'red', 'fibrous', 'tangy', 'yellow', 'bitter', 'wholesome', 'baked', 'organic', 'perishable', 'versatile', 'spherical', 'fruity', 'soft', 'ripe', 'shiny', 'cooked', 'delicious', 'crunchy', 'round', 'edible', 'dull', 'smooth', 'vitamin-rich', 'appetizing', 'tasty', 'healthy', 'stemmed', 'juicy', 'nutritious', 'acidic', 'tart', 'dried', 'fragrant', 'rotten', 'pomaceous', 'green', 'sour', 'fleshy', 'waxy', 'mealy', 'sweet', 'unripe', 'cultivated', 'seeded', 'hard', 'raw', 'bruised', 'crisp', 'fresh', 'aromatic', 'seasonal']","[np.int64(10), np.int64(8), np.int64(8), np.int64(9), np.int64(6), np.int64(5), np.int64(2), np.int64(2), np.int64(4), np.int64(14), np.int64(2), np.int64(6), np.int64(7), np.int64(14), np.int64(8), np.int64(5), np.int64(4), np.int64(5), np.int64(1), np.int64(8), np.int64(17), np.int64(3), np.int64(6), np.int64(8), np.int64(1), np.int64(3), np.int64(5), np.int64(2), np.int64(14), np.int64(15), np.int64(10), np.int64(14), np.int64(1), np.int64(6), np.int64(1), np.int64(1), np.int64(6), np.int64(9), np.int64(12), np.int64(5), np.int64(1), np.int64(14), np.int64(2), np.int64(5), np.int64(9), np.int64(3), np.int64(9), np.int64(2), np.int64(1), np.int64(4), np.int64(11), np.int64(13)]",341,82.15051567953863,30
gemini-3-pro,Fruit,banana,"['firm', 'fibrous', 'bland', 'tropical', 'yellow', 'oblong', 'sugary', 'wholesome', 'curved', 'organic', 'seedless', 'cylindrical', 'crescent-shaped', 'perishable', 'fruity', 'soft', 'tapered', 'ripe', 'ripening', 'edible', 'spotted', 'smooth', 'tender', 'long', 'tasty', 'mushy', 'nutritious', 'elongated', 'thick-skinned', 'bent', 'creamy', 'peelable', 'green', 'fleshy', 'waxy', 'sweet', 'unripe', 'potassium-rich', 'overripe', 'bruised', 'raw', 'popular', 'aromatic', 'common', 'starchy', 'brown']","[np.int64(10), np.int64(8), np.int64(4), np.int64(8), np.int64(6), np.int64(5), np.int64(3), np.int64(2), np.int64(2), np.int64(4), np.int64(2), np.int64(2), np.int64(1), np.int64(14), np.int64(7), np.int64(14), np.int64(1), np.int64(8), np.int64(1), np.int64(17), np.int64(2), np.int64(6), np.int64(5), np.int64(1), np.int64(3), np.int64(2), np.int64(15), np.int64(3), np.int64(8), np.int64(1), np.int64(6), np.int64(1), np.int64(6), np.int64(12), np.int64(5), np.int64(14), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(9), np.int64(2), np.int64(11), np.int64(1), np.int64(1), np.int64(3)]",242,58.50543755886174,30
gemini-3-pro,Fruit,cherry,"['firm', 'candied', 'red', 'dark', 'tangy', 'ruby', 'polished', 'bright', 'small', 'perishable', 'flavorful', 'ornamental', 'spherical', 'glossy', 'fruity', 'soft', 'ripe', 'shiny', 'cooked', 'drupaceous', 'bite-sized', 'delicious', 'tiny', 'round', 'edible', 'pitted', 'crimson', 'smooth', 'heart-shaped', 'tasty', 'stone-bearing', 'stemmed', 'preserved', 'juicy', 'nutritious', 'acidic', 'tart', 'vibrant', 'summery', 'sour', 'fleshy', 'decorative', 'sweet', 'maroon', 'raw', 'taut', 'fresh', 'succulent', 'seasonal', 'flowering']","[np.int64(10), np.int64(1), np.int64(8), np.int64(4), np.int64(9), np.int64(1), np.int64(1), np.int64(3), np.int64(5), np.int64(14), np.int64(2), np.int64(3), np.int64(6), np.int64(8), np.int64(7), np.int64(14), np.int64(8), np.int64(5), np.int64(4), np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(8), np.int64(17), np.int64(1), np.int64(3), np.int64(6), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(14), np.int64(15), np.int64(10), np.int64(14), np.int64(1), np.int64(1), np.int64(9), np.int64(12), np.int64(2), np.int64(14), np.int64(2), np.int64(9), np.int64(1), np.int64(4), np.int64(9), np.int64(13), np.int64(2)]",297,68.56819900874207,30
gemini-3-pro,Fruit,chokeberry,"['firm', 'shrubby', 'red', 'fibrous', 'dark', 'astringent', 'healthful', 'woody', 'bitter', 'dry', 'mouth-puckering', 'black', 'small', 'purple', 'ornamental', 'spherical', 'glossy', 'shiny', 'hardy', 'polyphenol-rich', 'tannic', 'round', 'edible', 'resilient', 'antioxidant-rich', 'vitamin-rich', 'healthy', 'juicy', 'nutritious', 'acidic', 'tart', 'medicinal', 'sour', 'sharp', 'native', 'deciduous', 'cultivated', 'wild', 'autumnal', 'clustered', 'north american']","[np.int64(10), np.int64(3), np.int64(8), np.int64(8), np.int64(4), np.int64(4), np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(5), np.int64(3), np.int64(6), np.int64(8), np.int64(5), np.int64(4), np.int64(1), np.int64(2), np.int64(8), np.int64(17), np.int64(1), np.int64(3), np.int64(8), np.int64(5), np.int64(14), np.int64(15), np.int64(10), np.int64(14), np.int64(1), np.int64(9), np.int64(3), np.int64(3), np.int64(2), np.int64(5), np.int64(4), np.int64(3), np.int64(1), np.int64(1)]",214,53.683660338113135,12
gemini-3-pro,Fruit,eggplant,"['firm', 'dark', 'bland', 'violet', 'oblong', 'bitter', 'green-capped', 'curved', 'cylindrical', 'oval', 'perishable', 'purple', 'versatile', 'glossy', 'heavy', 'porous', 'pear-shaped', 'egg-shaped', 'soft', 'shiny', 'cooked', 'spongy', 'mild', 'botanical', 'bulbous', 'absorbent', 'edible', 'smooth', 'tender', 'savory', 'seedy', 'earthy', 'elongated', 'nutritious', 'thick-skinned', 'creamy', 'fleshy', 'seeded', 'raw', 'blackish', 'vegetal', 'seasonal', 'white-fleshed', 'solanaceous']","[np.int64(10), np.int64(4), np.int64(4), np.int64(1), np.int64(5), np.int64(5), np.int64(3), np.int64(2), np.int64(2), np.int64(7), np.int64(14), np.int64(5), np.int64(2), np.int64(8), np.int64(3), np.int64(3), np.int64(2), np.int64(3), np.int64(14), np.int64(5), np.int64(4), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(17), np.int64(6), np.int64(5), np.int64(3), np.int64(6), np.int64(4), np.int64(3), np.int64(15), np.int64(8), np.int64(6), np.int64(12), np.int64(9), np.int64(9), np.int64(2), np.int64(2), np.int64(13), np.int64(2), np.int64(1)]",238,61.56731775177045,18
gemini-3-pro,Fruit,feijoa,"['shrubby', 'tangy', 'grainy', 'jelly-like', 'tropical', 'oblong', 'bumpy', 'distinctive', 'rough', 'minty', 'oval', 'perishable', 'pear-like', 'gelatinous', 'fruity', 'pineapple-like', 'egg-shaped', 'soft', 'white', 'hardy', 'sandy', 'edible', 'dull', 'gritty', 'matte', 'unique', 'ellipsoid', 'guava-like', 'juicy', 'nutritious', 'thick-skinned', 'acidic', 'tart', 'perfumed', 'fragrant', 'creamy', 'south american', 'strawberry-like', 'granular', 'green', 'sour', 'fleshy', 'waxy', 'translucent', 'sweet', 'floral', 'evergreen', 'seeded', 'ellipsoidal', 'subtropical', 'autumnal', 'succulent', 'aromatic', 'seasonal', 'distinct']","[np.int64(3), np.int64(9), np.int64(3), np.int64(1), np.int64(8), np.int64(5), np.int64(5), np.int64(1), np.int64(7), np.int64(1), np.int64(7), np.int64(14), np.int64(1), np.int64(2), np.int64(7), np.int64(1), np.int64(3), np.int64(14), np.int64(4), np.int64(4), np.int64(2), np.int64(17), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(14), np.int64(15), np.int64(8), np.int64(10), np.int64(14), np.int64(1), np.int64(6), np.int64(6), np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(9), np.int64(12), np.int64(5), np.int64(3), np.int64(14), np.int64(3), np.int64(2), np.int64(9), np.int64(2), np.int64(1), np.int64(3), np.int64(9), np.int64(11), np.int64(13), np.int64(1)]",310,72.50321348551799,16
gemini-3-pro,Fruit,kiwi,"['firm', 'fibrous', 'tangy', 'tropical', 'golden', 'zesty', 'citrusy', 'rough', 'black-seeded', 'bright', 'oval', 'perishable', 'small', 'egg-shaped', 'soft', 'ripe', 'fuzzy', 'edible', 'vitamin-rich', 'seedy', 'exotic', 'healthy', 'juicy', 'nutritious', 'acidic', 'tart', 'sour', 'green', 'fleshy', 'sweet', 'seeded', 'emerald', 'raw', 'speckled', 'succulent', 'hairy', 'aromatic', 'brown', 'refreshing']","[np.int64(10), np.int64(8), np.int64(9), np.int64(8), np.int64(2), np.int64(2), np.int64(4), np.int64(7), np.int64(2), np.int64(3), np.int64(7), np.int64(14), np.int64(5), np.int64(3), np.int64(14), np.int64(8), np.int64(2), np.int64(17), np.int64(8), np.int64(6), np.int64(7), np.int64(5), np.int64(14), np.int64(15), np.int64(10), np.int64(14), np.int64(9), np.int64(6), np.int64(12), np.int64(14), np.int64(9), np.int64(1), np.int64(9), np.int64(2), np.int64(9), np.int64(2), np.int64(11), np.int64(3), np.int64(6)]",297,70.8013103454118,30
gemini-3-pro,Fruit,lemon,"['firm', 'tangy', 'astringent', 'segmented', 'oblong', 'yellow', 'bitter', 'zesty', 'citrusy', 'bumpy', 'bright', 'oval', 'organic', 'porous', 'ripe', 'edible', 'vitamin-rich', 'pungent', 'juicy', 'thick-skinned', 'acidic', 'tart', 'fragrant', 'sour', 'sharp', 'waxy', 'textured', 'pulpy', 'seeded', 'dimpled', 'clean', 'raw', 'fresh', 'aromatic', 'elliptical', 'refreshing']","[np.int64(10), np.int64(9), np.int64(4), np.int64(4), np.int64(5), np.int64(6), np.int64(5), np.int64(2), np.int64(4), np.int64(5), np.int64(3), np.int64(7), np.int64(4), np.int64(3), np.int64(8), np.int64(17), np.int64(8), np.int64(1), np.int64(14), np.int64(8), np.int64(10), np.int64(14), np.int64(6), np.int64(9), np.int64(3), np.int64(5), np.int64(1), np.int64(4), np.int64(9), np.int64(1), np.int64(1), np.int64(9), np.int64(4), np.int64(11), np.int64(1), np.int64(6)]",221,56.20730681621707,30
gemini-3-pro,Fruit,mangosteen,"['expensive', 'fibrous', 'acidulous', 'tangy', 'dark-violet', 'segmented', 'tropical', 'leathery', 'green-capped', 'citrusy', 'hard-shelled', 'perishable', 'purple', 'spherical', 'glossy', 'wedged', 'soft', 'white', 'snow-white', 'delicious', 'snowy', 'round', 'edible', 'smooth', 'tough', 'tender', 'antioxidant-rich', 'exotic', 'prized', 'juicy', 'nutritious', 'thick-skinned', 'acidic', 'creamy', 'tart', 'fragrant', 'sour', 'fleshy', 'southeast asian', 'sweet', 'floral', 'hard', 'deep-purple', 'succulent', 'aromatic', 'seasonal', 'white-fleshed', 'refreshing']","[np.int64(2), np.int64(8), np.int64(2), np.int64(9), np.int64(1), np.int64(4), np.int64(8), np.int64(3), np.int64(3), np.int64(4), np.int64(1), np.int64(14), np.int64(5), np.int64(6), np.int64(8), np.int64(1), np.int64(14), np.int64(4), np.int64(1), np.int64(5), np.int64(1), np.int64(8), np.int64(17), np.int64(6), np.int64(3), np.int64(5), np.int64(3), np.int64(7), np.int64(1), np.int64(14), np.int64(15), np.int64(8), np.int64(10), np.int64(6), np.int64(14), np.int64(6), np.int64(9), np.int64(12), np.int64(2), np.int64(14), np.int64(3), np.int64(3), np.int64(1), np.int64(9), np.int64(11), np.int64(13), np.int64(2), np.int64(6)]",312,74.7319347767905,28
gemini-3-pro,Fruit,prickly pear,"['invasive', 'red', 'fibrous', 'segmented', 'oblong', 'yellow', 'drought-tolerant', 'prickly', 'rough', 'orange', 'oval', 'purple', 'melon-like', 'pear-shaped', 'soft', 'ripe', 'arid', 'hardy', 'glochid-covered', 'bulbous', 'edible', 'tough', 'vitamin-rich', 'seedy', 'flat', 'exotic', 'juicy', 'nutritious', 'watery', 'tart', 'green', 'sharp', 'sour', 'fleshy', 'native', 'sweet', 'paddle-shaped', 'cultivated', 'wild', 'cactaceous', 'mucilaginous', 'desert-dwelling', 'flowering', 'succulent', 'seasonal', 'spiny', 'thorny', 'slimy', 'refreshing']","[np.int64(1), np.int64(8), np.int64(8), np.int64(4), np.int64(5), np.int64(6), np.int64(1), np.int64(3), np.int64(7), np.int64(4), np.int64(7), np.int64(5), np.int64(1), np.int64(2), np.int64(14), np.int64(8), np.int64(1), np.int64(4), np.int64(1), np.int64(3), np.int64(17), np.int64(3), np.int64(8), np.int64(6), np.int64(1), np.int64(7), np.int64(14), np.int64(15), np.int64(2), np.int64(14), np.int64(6), np.int64(3), np.int64(9), np.int64(12), np.int64(3), np.int64(14), np.int64(1), np.int64(5), np.int64(4), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(9), np.int64(13), np.int64(1), np.int64(3), np.int64(2), np.int64(6)]",276,66.60208615236924,24
gemini-3-pro,Fruit,pumpkin,"['carved', 'fibrous', 'giant', 'bland', 'yellow', 'large', 'bumpy', 'orange', 'organic', 'warty', 'festive', 'baked', 'miniature', 'perishable', 'vine-grown', 'globular', 'ornamental', 'spherical', 'heavy', 'stringy', 'white', 'cooked', 'grooved', 'botanical', 'bulbous', 'plump', 'biodegradable', 'round', 'edible', 'spotted', 'smooth', 'tough', 'savory', 'seedy', 'earthy', 'hollow', 'nutritious', 'thick-skinned', 'moist', 'roasted', 'green', 'traditional', 'fleshy', 'waxy', 'decorative', 'sweet', 'wet', 'pulpy', 'ribbed', 'hard', 'spooky', 'raw', 'seeded', 'squat', 'culinary', 'autumnal', 'agricultural', 'seasonal', 'vegetal', 'striped', 'slimy', 'oblate']","[np.int64(1), np.int64(8), np.int64(1), np.int64(4), np.int64(6), np.int64(3), np.int64(5), np.int64(4), np.int64(4), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(14), np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(3), np.int64(1), np.int64(4), np.int64(4), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(8), np.int64(17), np.int64(2), np.int64(6), np.int64(3), np.int64(3), np.int64(6), np.int64(4), np.int64(2), np.int64(15), np.int64(8), np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(12), np.int64(5), np.int64(2), np.int64(14), np.int64(1), np.int64(4), np.int64(1), np.int64(3), np.int64(1), np.int64(9), np.int64(9), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(13), np.int64(2), np.int64(1), np.int64(2), np.int64(2)]",257,63.410964624582526,20
gemini-3-pro,Fruit,rambutan,"['firm', 'red', 'ovoid', 'tropical', 'leathery', 'sugary', 'single-seeded', 'rough', 'oval', 'perishable', 'whitish', 'gelatinous', 'glossy', 'fruity', 'soft', 'white', 'round', 'edible', 'crimson', 'exotic', 'spiky', 'juicy', 'nutritious', 'thick-skinned', 'acidic', 'tart', 'sour', 'fleshy', 'southeast asian', 'sweet', 'floral', 'translucent', 'pearly', 'spinous', 'seeded', 'raw', 'sticky', 'succulent', 'hairy', 'seasonal', 'aromatic', 'refreshing']","[np.int64(10), np.int64(8), np.int64(2), np.int64(8), np.int64(3), np.int64(3), np.int64(1), np.int64(7), np.int64(7), np.int64(14), np.int64(1), np.int64(2), np.int64(8), np.int64(7), np.int64(14), np.int64(4), np.int64(8), np.int64(17), np.int64(3), np.int64(7), np.int64(1), np.int64(14), np.int64(15), np.int64(8), np.int64(10), np.int64(14), np.int64(9), np.int64(12), np.int64(2), np.int64(14), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(9), np.int64(9), np.int64(2), np.int64(9), np.int64(2), np.int64(13), np.int64(11), np.int64(6)]",302,69.89606944972424,29
gemini-3-pro,Fruit,salmonberry,"['shrubby', 'thicket-forming', 'red', 'bland', 'woody', 'yellow', 'aggregate', 'golden', 'trifoliate', 'prickly', 'orange', 'serrated', 'pink', 'perishable', 'raspberry-like', 'glossy', 'early-blooming', 'soft', 'perennial', 'erect', 'mild', 'coastal', 'edible', 'seedy', 'riparian', 'early-ripening', 'salmon-colored', 'juicy', 'mushy', 'delicate', 'hollow', 'watery', 'tart', 'magenta-flowered', 'native', 'translucent', 'sweet', 'deciduous', 'wild', 'pink-flowered', 'seasonal', 'fragile', 'thorny']","[np.int64(3), np.int64(1), np.int64(8), np.int64(4), np.int64(2), np.int64(6), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(4), np.int64(1), np.int64(1), np.int64(14), np.int64(1), np.int64(8), np.int64(1), np.int64(14), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(17), np.int64(6), np.int64(1), np.int64(1), np.int64(1), np.int64(14), np.int64(2), np.int64(2), np.int64(2), np.int64(2), np.int64(14), np.int64(1), np.int64(3), np.int64(3), np.int64(14), np.int64(2), np.int64(4), np.int64(1), np.int64(13), np.int64(1), np.int64(3)]",187,41.53297334258959,6
gemini-3-pro,Fruit,sapodilla,"['firm', 'grainy', 'astringent', 'tropical', 'ovoid', 'thin-skinned', 'sugary', 'pear-textured', 'rough', 'black-seeded', 'oval', 'perishable', 'caloric', 'pulpous', 'scruffy', 'soft', 'ripe', 'scurfy', 'musky', 'climacteric', 'fuzzy', 'round', 'sandy', 'edible', 'gritty', 'dull', 'latex-rich', 'caramel-flavored', 'earthy', 'exotic', 'potato-like', 'juicy', 'creamy', 'granular', 'fleshy', 'caramel-like', 'sweet', 'ellipsoidal', 'seeded', 'evergreen', 'honeyed', 'sticky', 'tan', 'melting', 'aromatic', 'seasonal', 'malty', 'tannic', 'brown']","[np.int64(10), np.int64(3), np.int64(4), np.int64(8), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(7), np.int64(2), np.int64(7), np.int64(14), np.int64(1), np.int64(1), np.int64(1), np.int64(14), np.int64(8), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(2), np.int64(17), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(4), np.int64(7), np.int64(1), np.int64(14), np.int64(6), np.int64(3), np.int64(12), np.int64(1), np.int64(14), np.int64(2), np.int64(9), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(11), np.int64(13), np.int64(1), np.int64(2), np.int64(3)]",237,54.4019401255087,23
gemini-3-pro,Fruit,strawberry,"['conical', 'firm', 'red', 'tangy', 'green-capped', 'bumpy', 'rough', 'small', 'perishable', 'glossy', 'fruity', 'soft', 'ripe', 'shiny', 'delicious', 'edible', 'crimson', 'heart-shaped', 'tender', 'vitamin-rich', 'healthy', 'juicy', 'nutritious', 'acidic', 'tart', 'fragrant', 'scarlet', 'fleshy', 'sweet', 'cultivated', 'seeded', 'wild', 'raw', 'speckled', 'fresh', 'succulent', 'aromatic', 'seasonal']","[np.int64(2), np.int64(10), np.int64(8), np.int64(9), np.int64(3), np.int64(5), np.int64(7), np.int64(5), np.int64(14), np.int64(8), np.int64(7), np.int64(14), np.int64(8), np.int64(5), np.int64(5), np.int64(17), np.int64(3), np.int64(2), np.int64(5), np.int64(8), np.int64(5), np.int64(14), np.int64(15), np.int64(10), np.int64(14), np.int64(6), np.int64(1), np.int64(12), np.int64(14), np.int64(5), np.int64(9), np.int64(4), np.int64(9), np.int64(2), np.int64(4), np.int64(9), np.int64(11), np.int64(13)]",302,71.89503613096815,30
gemini-3-pro,Fruit,tayberry,"['conical', 'red', 'dark', 'tangy', 'reddish-purple', 'acidulous', 'scottish', 'large', 'prickly', 'perishable', 'hybrid', 'flavorful', 'purple', 'glossy', 'fruity', 'soft', 'hardy', 'vigorous', 'crossbred', 'edible', 'productive', 'seedy', 'juicy', 'delicate', 'elongated', 'nutritious', 'acidic', 'tart', 'sweet', 'maroon', 'cultivated', 'summer-fruiting', 'culinary', 'succulent', 'aromatic', 'seasonal', 'thorny']","[np.int64(2), np.int64(8), np.int64(4), np.int64(9), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(14), np.int64(2), np.int64(2), np.int64(5), np.int64(8), np.int64(7), np.int64(14), np.int64(4), np.int64(1), np.int64(1), np.int64(17), np.int64(1), np.int64(6), np.int64(14), np.int64(2), np.int64(3), np.int64(15), np.int64(10), np.int64(14), np.int64(14), np.int64(2), np.int64(5), np.int64(1), np.int64(2), np.int64(9), np.int64(11), np.int64(13), np.int64(3)]",233,53.53092573850418,5
gemini-3-pro,Fruit,ugli fruit,"['tangy', 'segmented', 'tropical', 'large', 'leathery', 'lumpy', 'citrusy', 'bumpy', 'rough', 'orange', 'refreshing', 'seedless', 'greenish-yellow', 'hybrid', 'wrinkled', 'heavy', 'porous', 'irregular', 'soft', 'delicious', 'misshapen', 'edible', 'teardrop-shaped', 'tender', 'vitamin-rich', 'exotic', 'ugly', 'loose-skinned', 'blotchy', 'juicy', 'nutritious', 'unsightly', 'thick-skinned', 'coarse', 'tart', 'fragrant', 'easy-to-peel', 'sweet', 'pulpy', 'succulent', 'aromatic', 'seasonal', 'jamaican', 'uneven', 'oblate']","[np.int64(9), np.int64(4), np.int64(8), np.int64(3), np.int64(3), np.int64(1), np.int64(4), np.int64(5), np.int64(7), np.int64(4), np.int64(6), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(14), np.int64(5), np.int64(1), np.int64(17), np.int64(1), np.int64(5), np.int64(8), np.int64(7), np.int64(1), np.int64(1), np.int64(1), np.int64(14), np.int64(15), np.int64(1), np.int64(8), np.int64(1), np.int64(14), np.int64(6), np.int64(1), np.int64(14), np.int64(4), np.int64(9), np.int64(11), np.int64(13), np.int64(1), np.int64(1), np.int64(2)]",243,56.015832388292175,21
gemini-3-pro,Clothing,capri,"['cuffed', 'three-quarter', 'retro', 'comfortable', 'classic', 'versatile', 'fitted', 'cropped', 'tapered', 'casual', 'breezy', 'hemmed', 'textile', 'sartorial', 'informal', 'summery', 'three-quarter-length', 'mid-calf', 'woven', 'breathable', 'ankle-baring', 'lightweight', 'calf-length', 'fashionable']","[np.int64(1), np.int64(1), np.int64(2), np.int64(10), np.int64(4), np.int64(10), np.int64(5), np.int64(2), np.int64(3), np.int64(13), np.int64(2), np.int64(3), np.int64(5), np.int64(2), np.int64(8), np.int64(3), np.int64(1), np.int64(1), np.int64(7), np.int64(9), np.int64(1), np.int64(11), np.int64(1), np.int64(5)]",110,28.073624770985663,9
gemini-3-pro,Clothing,chap,"['jolly', 'good-natured', 'affable', 'masculine', 'polite', 'genial', 'old-fashioned', 'dry', 'adult', 'rough', 'british', 'split', 'colloquial', 'cracked', 'reliable', 'friendly', 'sore', 'english', 'dapper', 'decent', 'fissured', 'painful', 'human', 'informal', 'traditional', 'gentlemanly', 'irritated', 'amiable', 'raw', 'male']","[np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",43,5.950642552587727,8
gemini-3-pro,Clothing,flip flop,"['foam', 'plastic', 'airy', 'waterproof', 'flimsy', 'noisy', 'colorful', 'minimalist', 'y-shaped', 'comfortable', 'flexible', 'synthetic', 'casual', 'loose', 'open-toed', 'ubiquitous', 'breezy', 'squishy', 'clacking', 'inexpensive', 'flat', 'thong-style', 'informal', 'summery', 'exposed', 'backless', 'slip-on', 'cheap', 'rubber', 'relaxed', 'flat-soled', 'heel-less', 'breathable', 'simple', 'strappy', 'lightweight', 'washable', 'minimal', 'seasonal', 'beachy']","[np.int64(1), np.int64(5), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(6), np.int64(2), np.int64(1), np.int64(10), np.int64(5), np.int64(3), np.int64(13), np.int64(8), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(8), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(2), np.int64(3), np.int64(4), np.int64(1), np.int64(1), np.int64(9), np.int64(3), np.int64(3), np.int64(11), np.int64(6), np.int64(1), np.int64(1), np.int64(2)]",145,39.54549964388063,19
